ZPS	U	2003-01-31	Change name ZAPOTECO, COATLAN to ZAPOTEC, COATLAN		
ZPT	U	2003-01-31	Change name ZAPOTECO, SAN VICENTE COATLAN to ZAPOTEC, SAN VICENTE COATLAN		
ZPU	U	2003-01-31	Change name ZAPOTECO, YALALAG to ZAPOTEC, YALALAG		
ZPV	U	2003-01-31	Change name ZAPOTECO, CHICHICAPAN to ZAPOTEC, CHICHICAPAN		
ZPW	U	2003-01-31	Change name ZAPOTECO, ZANIZA to ZAPOTEC, ZANIZA		
ZPX	U	2003-01-31	Change name ZAPOTECO, SAN BALTAZAR LOXICHA to ZAPOTEC, SAN BALTAZAR LOXICHA		
ZPY	U	2003-01-31	Change name ZAPOTECO, MAZALTEPEC to ZAPOTEC, MAZALTEPEC		
ZPZ	U	2003-01-31	Change name ZAPOTECO, TEXMELUCAN to ZAPOTEC, TEXMELUCAN		
ZSR	U	2003-01-31	Change name ZAPOTECO, RINCON SUR to ZAPOTEC, SOUTHERN RINCON		
ZTC	U	2003-01-31	Change name ZAPOTECO, LACHIRIOAG to ZAPOTEC, LACHIRIOAG		
ZTE	U	2003-01-31	Change name ZAPOTECO, ELOTEPEC to ZAPOTEC, ELOTEPEC		
ZTG	U	2003-01-31	Change name ZAPOTECO, XANAGUIA to ZAPOTEC, XANAGUIA		
ZTL	U	2003-01-31	Change name ZAPOTECO, SANTIAGO LAPAGUIA to ZAPOTEC, SANTIAGO LAPAGUIA		
ZTM	U	2003-01-31	Change name ZAPOTECO, SAN AGUSTIN MIXTEPEC to ZAPOTEC, SAN AGUSTIN MIXTEPEC		
ZTN	U	2003-01-31	Change name ZAPOTECO, SANTA CATARINA ALBARRADAS to ZAPOTEC, SANTA CATARINA ALBARRADAS		
ZTP	U	2003-01-31	Change name ZAPOTECO, LOXICHA to ZAPOTEC, LOXICHA		
ZTQ	U	2003-01-31	Change name ZAPOTECO, QUIOQUITANI Y QUIERI to ZAPOTEC, QUIOQUITANI AND QUIERI		
ZTS	U	2003-01-31	Change name ZAPOTECO, TILQUIAPAN to ZAPOTEC, TILQUIAPAN		
ZTT	U	2003-01-31	Change name ZAPOTECO, TEJALAPAN to ZAPOTEC, TEJALAPAN		
ZTU	U	2003-01-31	Change name ZAPOTECO, GUILA to ZAPOTEC, GUILA		
ZTX	U	2003-01-31	Change name ZAPOTECO, ZAACHILA to ZAPOTEC, ZAACHILA		
ZTY	U	2003-01-31	Change name ZAPOTECO, YATEE to ZAPOTEC, YATEE
ACF	C	2002-06-30	Add LESSER ANTILLEAN CREOLE FRENCH, St. Lucia, living
BHR	C	2002-06-30	Add MALAGASY, BARA, Madagascar, living
BPQ	C	2002-06-30	Add MALAY, BANDA, Indonesia, living
CMK	C	2002-06-30	Add CHIMAKUM, USA, extinct
CPY	C	2002-06-30	Add ASHENINKA, SOUTH UCAYALI, Peru, living
GBH	C	2002-06-30	Add GBE, DEFI, Benin, living
GBS	C	2002-06-30	Add GBE, GBESI, Benin, living
GBX	C	2002-06-30	Add GBE, XWLA EASTERN, Benin, living
GCF	C	2002-06-30	Add GUADELOUPEAN CREOLE FRENCH, Guadeloupe, living
GST	C	2002-06-30	Add GUSTAVIA SEMI-CREOLE ENGLISH, Guadeloupe, living
HMX	C	2002-06-30	Add NDONDE HAMBA, Tanzania, living
JML	C	2002-06-30	Add JUMLI, Nepal, living
MZX	C	2002-06-30	Add MAWAYANA, Guyana, nearly extinct
NEX	C	2002-06-30	Add NEMME, PNG, living
NMX	C	2002-06-30	Add NAMMA, PNG, living
NQK	C	2002-06-30	Add EDE NAGO, KURA, Benin, living
NQN	C	2002-06-30	Add NEN, PNG, living
PLT	C	2002-06-30	Add MALAGASY, PLATEAU, Madagascar, living
PSQ	C	2002-06-30	Add PASI, PNG, living
SVC	C	2002-06-30	Add VINCENTIAN CREOLE ENGLISH, St. Vincent and the Grenadines, living
TXY	C	2002-06-30	Add MALAGASY, TANOSY, Madagascar, living
VIC	C	2002-06-30	Add VIRGIN ISLANDS CREOLE ENGLISH, U.S. Virgin Islands, living
WWR	C	2002-06-30	Add WARRWA, Australia, nearly extinct
AVB	E	2002-06-30	Includes [GSA] which was retired
GBY	E	2002-06-30	Includes [GBW] which was retired
GND	E	2002-06-30	Includes [GDW] and [ZUL] which were retired
GUW	E	2002-06-30	Includes [STS] and [TLH] which were retired
MXW	E	2002-06-30	Includes [TST] which was retired
NRS	E	2002-06-30	Includes [NRD] and [NRN] which were retired
TSJ	E	2002-06-30	Includes [MMC] which was retired
CEN	R	2002-06-30	Identical to [TYE]; change all [CEN] to [TYE]
DOM	R	2002-06-30	Split in two; change to either [ACF] or [GCF]
GBW	R	2002-06-30	Merge with [GBY]; change all [GBW] to [GBY]
GDW	R	2002-06-30	Merge with [GND]; change all [GDW] to [GND]
GSA	R	2002-06-30	Merge with [AVB]; change all [GSA] to [AVB]
MEX	R	2002-06-30	Split into four; change all [MEX] to either [BHR], [BJQ], [BMM], or [PLT]
MMC	R	2002-06-30	Merge with [TSJ]; change all MMC to [TSJ]
PSI	R	2002-06-30	Split in two;  change to either [PSQ] or [AYQ]
STS	R	2002-06-30	Merge with [GUW] ; change all [STS] to [GUW]
SVG	R	2002-06-30	Split in two; change to either [SVC] or [GCL]
TLH	R	2002-06-30	Merge with [GUW]; change all [TLH] to [GUW]
TST	R	2002-06-30	Merge with [MXW]; change all [TST] to [MXW]
VIB	R	2002-06-30	Split in two; change to either [VIB] or [GST]
XMU	R	2002-06-30	Split in two; change to either [MSH], or [TDX]
XWD	R	2002-06-30	Identical to [XWE]; change all [XWD] to [XWE]
ZUL	R	2002-06-30	Merge with [GND]; change all [ZUL] to [GND]
AIG	U	2002-06-30	Change name LEEWARD CARIBBEAN CREOLE ENGLISH to MONTSERAT CREOLE ENGLISH
AJG	U	2002-06-30	Change name AJA-GBE to AJA
AKR	U	2002-06-30	Nearly extinct
ARN	U	2002-06-30	Nearly extinct
AYB	U	2002-06-30	Change name AYIZO-GBE to GBE, AYIZO
AYG	U	2002-06-30	Change name ANYANGA to GINYANGA
BAE	U	2002-06-30	Extinct
BBA	U	2002-06-30	Change name BARIBA to BAATONUM
BDN	U	2002-06-30	Change name BALDAMU to BALDEMU
BOW	U	2002-06-30	Extinct
BQA	U	2002-06-30	Change name BASA to TCHUMBULI
BQG	U	2002-06-30	Change name BAGO to BAGO-KUSUNTU
BYH	U	2002-06-30	Change name BAY ISLANDS CREOLE ENGLISH to BAY ISLANDS SEMI-CREOLE ENGLISH
BZA	U	2002-06-30	Change name BELIZE KRIOL to BELIZE KRIOL ENGLISH
BZR	U	2002-06-30	Extinct
CBJ	U	2002-06-30	Change name CABE to EDE CABE
CIB	U	2002-06-30	Change name CI-GBE to GBE, CI
CPB	U	2002-06-30	Change name ASHENINCA UCAYALI-YURUA to ASHENINKA, UCAYALI-YURUA
CPP	U	2002-06-30	Change name ASHENINCA PERENE to ASHENINKA PERENE
CPU	U	2002-06-30	Change name ASHENINCA PICHIS to ASHENINKA, PICHIS
CSI	U	2002-06-30	Extinct
FAG	U	2002-06-30	Change name FINUNGWA to FINONGAN
FOA	U	2002-06-30	Change name FON-GBE to FON
FUE	U	2002-06-30	Change name FULFULDE, BORGU
GAW	U	2002-06-30	Change name NOBANOB to NOBONOB
GEJ	U	2002-06-30	Change name GEN-GBE to GEN
GUW	U	2002-06-30	Change name GUN-GBE to GUN
ICA	U	2002-06-30	Change name ICA to EDE ICA
ICR	U	2002-06-30	Change name ISLANDER CREOLE to ISLANDER CREOLE ENGLISH
IDD	U	2002-06-30	Change name IDACA to EDE IDACA
IJJ	U	2002-06-30	Change name IJE to EDE IJE
JAB	U	2002-06-30	Change name HAM to HYAM
JAM	U	2002-06-30	Change name SOUTHWESTERN CARRIBEAN CREOLE ENGLISH to JAMAICAN CREOLE ENGLISH
KEU	U	2002-06-30	Change name AKEBOU to AKEBU
KQK	U	2002-06-30	Change name KO-GBE to GBE, KOTAFON
KVG	U	2002-06-30	Change name BOAZI to KUNI-BOAZI
LAX	U	2002-06-30	Change name LALUNG to TIWA
MUK	U	2002-06-30	Change name MUGU to MUGOM
MXL	U	2002-06-30	Change name MAXI-GBE to GBE, MAXI
NCM	U	2002-06-30	Change name NAMBU to ARUFE
NEW	U	2002-06-30	Change name NEWARI to NEWAR
NKI	U	2002-06-30	Change name THANGAL to NAGA, THANGAL
NQG	U	2002-06-30	Change name NAGO to EDE NAGO
PIL	U	2002-06-30	Change name PILA to YOM
QUX	U	2002-06-30	Nearly extinct
RAK	U	2002-06-30	Change name BOHUAI to TULU-BOHUAI
RAV	U	2002-06-30	Change name SANGPANG to SAMPANG
RJB	U	2002-06-30	Change name RAJBANGSI to RAJBANSHI
RUF	U	2002-06-30	Change name RUGURU to LUGURU
SIH	U	2002-06-30	Nearly extinct
SJA	U	2002-06-30	Change name EMBERA-SAIJA to EPENA
SOY	U	2002-06-30	Change name SOLA to MIYOBE
SUM	U	2002-06-30	Change name SUMO TAWAHKA to SUMO
SXW	U	2002-06-30	Change name SAXWE-GBE to GBE, SAXWE
TFI	U	2002-06-30	Change name TOFIN-GBE to GBE, TOFIN
THF	U	2002-06-30	Change name THAMI to THANGMI
TRY	U	2002-06-30	Extinct
TSU	U	2002-06-30	Change name CHOURASE to UMBULE
TUH	U	2002-06-30	Change name TAULIL-BUTAM to TAULIL
TVT	U	2002-06-30	Change name TUTSA to NAGA, TUTSA
VED	U	2002-06-30	Nearly extinct
WCI	U	2002-06-30	Change name WACI-GBE to GBE, WACI
WEM	U	2002-06-30	Change name WEME-GBE to GBE, WEME
XKB	U	2002-06-30	Change name KAMBOLE to EDE MANIGRI-KAMBOLE
XWE	U	2002-06-30	Change name XWELA-GBE to GBE, XWELA
XWL	U	2002-06-30	Change name XWLA-GBE to GBE, XWLA WESTERN
YSR	U	2002-06-30	Extinct
YWR	U	2002-06-30	Nearly extinct
ADL	C	2002-01-31	Add ADI, GALO, India, living
AIT	C	2002-01-31	Add ARIKEM, Brazil, extinct
AOX	C	2002-01-31	Add ATORADA, Guyana, living
AOZ	C	2002-01-31	Add ATONI, Indonesia, living
AUX	C	2002-01-31	Add AURA, Brazil, nearly extinct
AXB	C	2002-01-31	Add ABIPON, Argentina, extinct
BFB	C	2002-01-31	Add BARELI, BARLI, India, living
BGB	C	2002-01-31	Add BOBONGKO, Indonesia, living
BGG	C	2002-01-31	Add BUGUN, India, living
BGH	C	2002-01-31	Add BOGAN, China, living
BJQ	C	2002-01-31	Add MALAGASY, SOUTHERN BETSIMISARAKA, Madagascar, living
BKX	C	2002-01-31	Add BAIKENO, Timor Lorosae, living
BMM	C	2002-01-31	Add MALAGASY, NORTHERN BETSIMISARAKA, Madagascar, living
BPX	C	2002-01-31	Add BARELI, PALYA, India, living
BYK	C	2002-01-31	Add BIAO, China, living
BZA	C	2002-01-31	Add BELIZE KRIOL, Belize, living
CIY	C	2002-01-31	Add CHAIMA, Venezuela, living
CNC	C	2002-01-31	Add CONG, Viet Nam, living
CRR	C	2002-01-31	Add CAROLINA ALGONQUIAN, USA, extinct
CUO	C	2002-01-31	Add CUMANAGOTO, Venezuela, extinct
DGN	C	2002-01-31	Add DAGOMAN, Australia, extinct
FAK	C	2002-01-31	Add FANG, Cameroon, living
GGI	C	2002-01-31	Add GARIG, Australia, nearly extinct
GHC	C	2002-01-31	Add GAELIC, HIBERNO-SCOTTISH, UK, extinct
ICR	C	2002-01-31	Add ISLANDER CREOLE, Colombia, living
ILG	C	2002-01-31	Add ILGAR, Australia, nearly extinct
JEK	C	2002-01-31	Add JERI KUO, Cote d'Ivoire, living
JUH	C	2002-01-31	Add HONE, Nigeria, living
KBG	C	2002-01-31	Add KHAMBA, India, living
KFL	C	2002-01-31	Add KUNG, Cameroon, living
KFN	C	2002-01-31	Add KUK, Cameroon, living
KFV	C	2002-01-31	Add KURMUKAR, India, living
KFW	C	2002-01-31	Add NAGA, KHARAM, India, living
KKE	C	2002-01-31	Add KAKABE, Guinea, living
KKX	C	2002-01-31	Add KOHIN, Indonesia, living
KNU	C	2002-01-31	Add KONO, Guinea, living
KPN	C	2002-01-31	Add KEPKIRIWAT, Brazil, extinct
KTI	C	2002-01-31	Add MUYU, NORTHERN, Indonesia, living
KTS	C	2002-01-31	Add MUYU, SOUTHERN, Indonesia, living
KWJ	C	2002-01-31	Add KWANGA, PNG, living
KXS	C	2002-01-31	Add KANGJIA, China, living
LMP	C	2002-01-31	Add LIMBURGISCH, Belgium, living
LON	C	2002-01-31	Add LOMWE, MALAWI, Malawi, living
MDV	C	2002-01-31	Add MIXTECO, SANTA LUCIA MONTEVERDE, Mexico, living
MFP	C	2002-01-31	Add MALAY, MAKASSAR, Indonesia, living
MHP	C	2002-01-31	Add MALAY, BALINESE, Indonesia, living
MJH	C	2002-01-31	Add MWERA, Tanzania, living
MJY	C	2002-01-31	Add MAHICAN, USA, extinct
MKA	C	2002-01-31	Add MBRE, Cote d'Ivoire, living
MPW	C	2002-01-31	Add MAPIDIAN, Guyana, Nearly extinct
MQH	C	2002-01-31	Add MIXTECO, TLAZOYALTEPEC, Mexico, living
MSH	C	2002-01-31	Add MALAGASY, MASIKORO, Madagascar, living
MUC	C	2002-01-31	Add MBU', Cameroon, living
MUJ	C	2002-01-31	Add MABIRE, Chad, nearly extinct
MVL	C	2002-01-31	Add MBARA, Australia, extinct
NBT	C	2002-01-31	Add NA, India, living
NBZ	C	2002-01-31	Add NORWEGIAN, BOKMAL, Norway, living
NEF	C	2002-01-31	Add NEFAMESE, India, living
NRK	C	2002-01-31	Add NORWEGIAN, RIKSMAL, Norway, living
NRS	C	2002-01-31	Add NORWEGIAN, SPOKEN, Norway, living
NTW	C	2002-01-31	Add NOTTOWAY, USA, extinct
NUW	C	2002-01-31	Add NGULUWAN, Micronesia, nearly extinct
NWA	C	2002-01-31	Add NAWATHINEHENA, USA, extinct
NXI	C	2002-01-31	Add NINDI, Tanzania, living
OIN	C	2002-01-31	Add ONE, INEBU, PNG, living
OKK	C	2002-01-31	Add ONE, KWAMTIM, PNG, living
ONK	C	2002-01-31	Add ONE, KABORE, PNG, living
ONR	C	2002-01-31	Add ONE, NORTHERN, PNG, living
OSU	C	2002-01-31	Add ONE, SOUTHERN, PNG, living
PEV	C	2002-01-31	Add PEMONO, Venezuela, nearly extinct
PSY	C	2002-01-31	Add PISCATAWAY, USA extinct
PUZ	C	2002-01-31	Add PURIM, India, living
QCH	C	2002-01-31	Add QUECHUA, CHINCHA, Peru, living
SGX	C	2002-01-31	Add SIERRA LEONE SIGN LANGUAGE, Sierra Leone, living
SKG	C	2002-01-31	Add MALAGASY, NORTHERN SAKALAVA, Madagascar, living
SPT	C	2002-01-31	Add SPITI BHOTI, India, living
STQ	C	2002-01-31	Add SATERFRIESISCH, Germany, living
TCF	C	2002-01-31	Add TLAPANECO, MALINALTEPEC, Mexico, living
TDX	C	2002-01-31	Add MALAGASY, TANDROY, Madagascar, living
TIT	C	2002-01-31	Add TINIGUA, Colombia, nearly extinct
TJN	C	2002-01-31	Add TONJON, Cote d'Ivoire, extinct
TMX	C	2002-01-31	Add TOMYANG, India, living
TMZ	C	2002-01-31	Add TAMANAKU, Venezuela, extinct
TPL	C	2002-01-31	Add TLAPANECO, TLACOAPA, Mexico, living
TPW	C	2002-01-31	Add TUPI, Brazil, extinct
TVT	C	2002-01-31	Add TUTSA, India, living
UND	C	2002-01-31	Add KAILI, UNDEl, Indonesia, living
URU	C	2002-01-31	Add URUMI, Brazsil, extinct
WLZ	C	2002-01-31	Add WALLOON, Belgium, living
XIY	C	2002-01-31	Add XIPAYA, Brazil, nearly extinct
ZHO	C	2002-01-31	Add ZHOA, Cameroon, living
ZRN	C	2002-01-31	Add ZIRENKEL, Chad, living
APR	E	2002-01-31	Includes [LOA] which was retired
ARR	E	2002-01-31	Includes [ITG] which was retired
BFM	E	2002-01-31	Includes [FUG] which was retired
CWE	E	2002-01-31	Includes [NHE] which was retired
GBM	E	2002-01-31	Includes [THB] which was retired
KWJ	E	2002-01-31	Includes [APO] which was retired
KWJ	E	2002-01-31	Includes [BXY] which was retired
KWJ	E	2002-01-31	Includes [WSM] which was retired
KWJ	E	2002-01-31	Includes [YUO] which was retired
KXO	E	2002-01-31	Includes [XME] which was retired
MET	E	2002-01-31	Includes [CKG] which was retired
MMK	E	2002-01-31	Includes [NUK] which was retired
MPG	E	2002-01-31	Includes [MCU] which was retired
MRR	E	2002-01-31	Includes [ABJ] which was retired
NYJ	E	2002-01-31	Includes [NGU] which was retired
OYM	E	2002-01-31	Includes [OYA] which was retired
PIA	E	2002-01-31	Includes [PMB] which was retired
WMI	E	2002-01-31	Includes [AWG] which was retired
YET	E	2002-01-31	Includes [BDX] which was retired
ZAG	E	2002-01-31	Includes [BIH] which was retired
AAG	R	2002-01-31	Unable to verify existence; delete from database
ABJ	R	2002-01-31	Merge with [MRR]; change all [ABJ] to [MRR]
APO	R	2002-01-31	Merge with [KWJ]; change all [APO] to [KWJ]
AWG	R	2002-01-31	Same as [WMI]; change all [AWG] to [WMI]
BDX	R	2002-01-31	Merge with [YET]; change all [BDX] to [YET]
BIH	R	2002-01-31	Merge with [ZAG]; change all [BIH] to [ZAG]
BXY	R	2002-01-31	Merge with [KWJ]; change all [BXY] to [KWJ]
BZI	R	2002-01-31	Split in two; change to either [BZA] or [ICR]
CKG	R	2002-01-31	Merge with [MET]; change all [CKG] to [MET]
CKN	R	2002-01-31	Unable to verify existence; delete from database
FUG	R	2002-01-31	Merge with [BFM]; change all [FUG] to [BFM]
GET	R	2002-01-31	Merge with [LET]; change all [GET] to [LET]
ITG	R	2002-01-31	Merge with [ARR]; change all [ITG] to [ARR]
JIJ	R	2002-01-31	Unable to verify existence; delete from database
LOA	R	2002-01-31	Merge with [APR]; change all [LOA] to [APR]
MCU	R	2002-01-31	Merge with [MPG]; change all [MCU] to [MPG]
MUF	R	2002-01-31	Unable to verify existence; delete from database
MXZ	R	2002-01-31	Unable to verify existence; delete from database
NGU	R	2002-01-31	Merge with [NYJ]; change all [NGU] to [NYJ]
NHE	R	2002-01-31	Merge with [CWE]; change all [NHE] to [CWE]
NLM	R	2002-01-31	Unable to verify existence; delete from database
NRN	R	2002-01-31	Merge with [NRS]; change all [NRN] to [NRS]
NRR	R	2002-01-31	Split in two; change to either [NRK] or [NRS]
NUK	R	2002-01-31	Merge with [MMK]; change all [NUK] to [MMK]
ORB	R	2002-01-31	Unable to verify existence; delete from database
OSO	R	2002-01-31	Unable to verify existence; delete from database
OYA	R	2002-01-31	Merge with [OYM]; change all [OYA] to [OYM]
PMB	R	2002-01-31	Merge with [PIA]; change all [PMB] to [PIA]
QUO	R	2002-01-31	Merge with [QUH]; change all [QUO] to [QUH]
RUR	R	2002-01-31	Unable to verify existence; delete from database
SEG	R	2002-01-31	Unable to verify existence; delete from database
SSB	R	2002-01-31	Unable to verify existence; delete from database
THB	R	2002-01-31	Merge with [GBM]; change all [THB] to [GBM]
TLL	R	2002-01-31	Split in two; change to either [TCF] or [TPL]
TMR	R	2002-01-31	Split in two; change to either [AOZ] or [BKX]
WBD	R	2002-01-31	Unable to verify existence; delete from database
WSM	R	2002-01-31	Merge with [KWJ]; change all [WSM] to [KWJ]
XME	R	2002-01-31	Merge with [KXO]; change all [XME] to [KXO]
YUO	R	2002-01-31	Merge with [KWJ]; change all [YUO] to [KWJ]
AAQ	U	2002-01-31	Extinct
AAS	U	2002-01-31	Change from extinct to living
ABX	U	2002-01-31	Change name from SAMA, ABAKNON to INABAKNON
ADT	U	2002-01-31	Nearly extinct
ADW	U	2002-01-31	Change name from AMONDAWA to AMUNDAVA
AMA	U	2002-01-31	Nearly extinct
AMY	U	2002-01-31	Nearly extinct
ANT	U	2002-01-31	Nearly extinct
APR	U	2002-01-31	Change name from AROP-LOKEP to AROP-LUKEP
APZ	U	2002-01-31	Change name from AMPEELI-WOJOKESO to SAFEYOKA
AUN	U	2002-01-31	Change name from AUNALEI to ONE, MOLMO
BCJ	U	2002-01-31	Change name from BAADI to BARDI
BCM	U	2002-01-31	Change name from BANONI to BANNONI
BDY	U	2002-01-31	Nearly extinct
BEQ	U	2002-01-31	Change name from BELA to PELA
BGD	U	2002-01-31	Change name from BARELI to BARELI, RATHWI
BNT	U	2002-01-31	Change name from BANIATA to TOUO
BOE	U	2002-01-31	Change name from BU to MUNDABLI
BOS	U	2002-01-31	Change name from BOSILEWA to  BOSELEWA
BST	U	2002-01-31	Change name from BASKETTO to BASKETO
BUC	U	2002-01-31	Change country from Madagascar to Mayotte
BXL	U	2002-01-31	Change name from BLE to JALKUNAN
CAD	U	2002-01-31	Nearly extinct
CAG	U	2002-01-31	Change name from CHULUPI to NIVACLE
CHC	U	2002-01-31	Extinct
CHT	U	2002-01-31	Extinct
CHW	U	2002-01-31	Change name from CHWABO to CHUWABU
CJO	U	2002-01-31	Change name from ASHENINCA PAJONAL to ASHENINKA 
CNI	U	2002-01-31	Change name from ASHANINCA to ASHANINKA
COU	U	2002-01-31	Change name from WAMEI to WAMEY
CRE	U	2002-01-31	Change name from CREE, SOUTHERN EAST to EAST INLAND CREE
CRL	U	2002-01-31	Change name from CREE, NORTHERN EAST to EAST COASTAL CREE
CST	U	2002-01-31	Change name from COSTANOAN, NORTHERN to OHLONE, NORTHERN
DEL	U	2002-01-31	Extinct
DHL	U	2002-01-31	Nearly extinct
DJD	U	2002-01-31	Nearly extinct
DYG	U	2002-01-31	Nearly extinct
EIV	U	2002-01-31	Change name from EIVO to ASKOPAN
ENE	U	2002-01-31	Change name from ENETS to ENETS, TUNDRA
FUF	U	2002-01-31	Change name from FUUTA JALON to PULAR
GDR	U	2002-01-31	Change name from GIDRA to WIPI
GGE	U	2002-01-31	Nearly extinct
GLS	U	2002-01-31	Change name from GAELIC, SCOTS to GAELIC, SCOTTISH
GNI	U	2002-01-31	Nearly extinct
GRE	U	2002-01-31	Change name from GURAGE, EAST to SILTE
GRU	U	2002-01-31	Change name from GURAGE, SODDO to KISTANE
GUR	U	2002-01-31	Change name from FRAFRA to NINKARE
GYD	U	2002-01-31	Change name from GAYARDILT to KAYARDILD
HIH	U	2002-01-31	Change name from HINIHON to PAMOSU
IGM	U	2002-01-31	Change name from IGOM to KANGGAPE
ILU	U	2002-01-31	Change name from ILIUN to ILIÆUUN
JMK	U	2002-01-31	Change name from JAMSKA to JAMTSKA
JUO	U	2002-01-31	Change name from KONA to JIBA
JUW	U	2002-01-31	Change name from WASE to WAPHA
KAF	U	2002-01-31	Change name from CHAGGA to CHAGA
KBR	U	2002-01-31	Change name from KAFICHO to KAFA
KGT	U	2002-01-31	Nearly extinct
KHZ	U	2002-01-31	Change name from KEOPARA to KEAPARA
KJX	U	2002-01-31	Change name from KEREAKA to RAMOPA
KKP	U	2002-01-31	Nearly extinct
KKY	U	2002-01-31	Nearly extinct
KOV	U	2002-01-31	Nearly extinct
KSR	U	2002-01-31	Change name from KOSORONG to BORONG
LAG	U	2002-01-31	Change name from RANGI to LANGI
LOH	U	2002-01-31	Change name from LONGARIM to NARIM
LPC	U	2002-01-31	Change name from SAAMI, SOUTHERN to SAAMI, SOUTH
LPR	U	2002-01-31	Change name from SAAMI, NORTHERN to  SAAMI, NORTH 
LPX	U	2002-01-31	Change name from LOPPIT to LOPIT
LSH	U	2002-01-31	Change name from LUSHAI to MIZO
LUL	U	2002-01-31	Change name from LULUBO to OLU'BO
MAL	U	2002-01-31	Change name from MARI, LOW to MARI, EASTERN
MCQ	U	2002-01-31	Change name from MANAGALASI to ESE
MIJ	U	2002-01-31	Change name from MISSONG to ABAR
MJW	U	2002-01-31	Change name from MIKIR to KARBI
MLQ	U	2002-01-31	Change name from MANINKA, WESTERN to MANINKAKAN, WESTERN
MLW	U	2002-01-31	Change name from MELOKWO to MOLOKO
MNI	U	2002-01-31	Change name from MANINKA, KANKAN to MANINKAKAN, EASTERN
MOY	U	2002-01-31	Change name from SHAKACHO to SHEKKACHO
MPC	U	2002-01-31	Nearly extinct
MRJ	U	2002-01-31	Change name from MARI, HIGH to MARI, WESTERN
MTB	U	2002-01-31	Change name from ANYIN, MOROFO to ANYIN MOROFO
MYP	U	2002-01-31	Change name from MURA-PIRAHA to PIRAHA
MYS	U	2002-01-31	Extinct
MZS	U	2002-01-31	Change country from Macau to China
NDC	U	2002-01-31	Change country from Zimbabwe to Mozambique
NJI	U	2002-01-31	Change name from NGARNDJI to GUDANJI
NKF	U	2002-01-31	Change name from NAGA, KABUI to NAGA, INPUI
NKI	U	2002-01-31	Change name from NAGA, KHOIRAO to THANGAL
NLK	U	2002-01-31	Change name from YALI, NINIA to YALI, 
NLY	U	2002-01-31	Nearly extinct
NRE	U	2002-01-31	Change name NAGA, RENGMA to NAGA, SOUTHERN RENGMA
NRL	U	2002-01-31	Nearly extinct
NYH	U	2002-01-31	Nearly extinct
ODA	U	2002-01-31	Nearly extinct
ONJ	U	2002-01-31	Change name from ONJAB with ONJOB
OYM	U	2002-01-31	Change name from WAYAMPI, AMAPARI to WAYAMPI
OYM	U	2002-01-31	Change country from Brazil to Fr. Guiana
PDU	U	2002-01-31	Change name from KAREN, PADUANG to KAYAN
PIA	U	2002-01-31	Change name from PIMA BAJO, SONORA to PIMA BAJO
PKH	U	2002-01-31	Change country from India to Bangladesh
PLY	U	2002-01-31	Change name from PALYU to BOLYU
PNW	U	2002-01-31	Nearly extinct
PTO	U	2002-01-31	Change name from POTURU to ZOE
SCY	U	2002-01-31	Change name from SKANE to SCANIAN
SGL	U	2002-01-31	Change country from Tajikistan to Afghanistan
SHY	U	2002-01-31	Change name from CHAOUIA to TACHAWIT
SJR	U	2002-01-31	Change name from LAK to SIAR-LAK
SSE	U	2002-01-31	Change name from SAMA, BALANGINGI to BALANGINGI
TCA	U	2002-01-31	Change country from Peru to Brazil
TGI	U	2002-01-31	Change name from PIVA to LAWUNUIA
TUR	U	2002-01-31	Change country from Nigeria to Cameroon
TXI	U	2002-01-31	Change name from TIKAO to IKPENG
UNP	U	2002-01-31	Nearly extinct
URW	U	2002-01-31	Change name from USINO to SOP
URZ	U	2002-01-31	Change name from URU-EU-UAU-UAU to URU-EU-WAU-WAU
VKU	U	2002-01-31	Nearly extinct
VMB	U	2002-01-31	Change name from MBARA to MBABARAM
WAP	U	2002-01-31	Change name from ARUMA to WAPISHANA
WAT	U	2002-01-31	Change name from WATALUMA to KANINUWA
WBJ	U	2002-01-31	Change name from WASI to ALAGWAISI
WBT	U	2002-01-31	Nearly extinct
WBV	U	2002-01-31	Nearly extinct
WLG	U	2002-01-31	Nearly extinct
WRR	U	2002-01-31	Nearly extinct
XIA	U	2002-01-31	Change name from XIANDAOHUA to XIANDAO
XMM	U	2002-01-31	Change name from MALAY, MENADONESE to MALAY, MANADO
XMW	U	2002-01-31	Change name from MALAGASY, TSIMEHETY to MALAGASY, TSIMIHETY
ZMG	U	2002-01-31	Change name from MAGADIGE to MARTI KE
ZMJ	U	2002-01-31	Nearly extinct
ZMT	U	2002-01-31	Nearly extinct	
